chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
KR,2021-07-16,38.0000,put,sell,2021-07-09T14:25:48.916389Z,credit,1.00000,limit,short_put,,0.29000000,1.00000
KR,2021-07-09,38.5000,put,buy,2021-07-09T14:25:00.086976Z,debit,1.00000,limit,,short_put,0.22000000,1.00000
VZ,2021-07-23,58.0000,call,sell,2021-07-08T16:53:42.578518Z,credit,1.00000,limit,short_call,,0.13000000,1.00000
VZ,2021-07-16,58.0000,call,buy,2021-07-08T16:53:21.220448Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
PLTR,2021-07-16,25.0000,call,sell,2021-07-07T18:43:19.461660Z,credit,1.00000,limit,short_call,,0.20000000,1.00000
PLTR,2021-07-30,26.0000,call,buy,2021-07-07T18:41:37.551417Z,debit,1.00000,limit,,short_call,0.32000000,1.00000
GPRO,2023-01-20,10.0000,call,buy,2021-07-07T15:57:34.559459Z,debit,1.00000,limit,long_call,,3.35000000,1.00000
RKT,2021-07-30,20.5000,call,sell,2021-07-07T13:55:27.481535Z,credit,1.00000,limit,short_call,,0.44000000,1.00000
DISCA,2021-07-16,30.0000,call,sell,2021-07-07T13:54:56.959769Z,credit,1.00000,limit,short_call,,0.65000000,1.00000
PLTR,2021-07-16,25.5000,call,sell,2021-07-07T13:47:36.150379Z,credit,1.00000,limit,short_call,,0.24000000,1.00000
PLTR,2021-07-09,26.5000,call,buy,2021-07-07T13:47:07.345718Z,debit,1.00000,limit,,short_call,0.03000000,1.00000
CRSR,2021-08-20,35.0000,call,sell,2021-07-06T18:48:39.893893Z,credit,1.00000,limit,short_call,,1.67000000,1.00000
RKT,2021-07-23,20.0000,call,buy,2021-07-06T17:10:56.282101Z,debit,1.00000,limit,,short_call,0.37000000,1.00000
CRSR,2021-07-16,35.0000,call,buy,2021-07-06T15:18:00.683256Z,debit,1.00000,limit,,short_call,0.30000000,1.00000
DISCA,2021-07-16,32.5000,call,buy,2021-07-06T15:07:19.139007Z,debit,1.00000,limit,,short_call,0.30000000,1.00000
KR,2021-07-09,38.5000,put,sell,2021-07-02T14:33:35.274459Z,credit,1.00000,limit,short_put,,0.31000000,1.00000
KR,2021-07-02,38.5000,put,buy,2021-07-02T14:25:10.505149Z,debit,1.00000,limit,,short_put,0.05000000,1.00000
PLTR,2021-07-09,26.5000,call,sell,2021-07-01T17:36:39.815550Z,credit,1.00000,limit,short_call,,0.21000000,1.00000
PLTR,2021-07-09,28.0000,call,buy,2021-07-01T17:35:48.453042Z,debit,1.00000,limit,,short_call,0.08000000,1.00000
DISCA,2021-07-16,32.5000,call,sell,2021-06-30T13:34:37.822857Z,credit,1.00000,limit,short_call,,0.30000000,1.00000
AAPL,2021-07-09,131.0000,call,sell,2021-06-29T18:26:57.949613Z,credit,1.00000,limit,short_call,,5.65000000,1.00000
AAPL,2021-07-02,129.0000,call,buy,2021-06-29T18:26:33.428782Z,debit,1.00000,limit,,short_call,7.45000000,1.00000
PLTR,2021-07-09,28.0000,call,sell,2021-06-28T18:23:12.597457Z,credit,1.00000,limit,short_call,,0.60000000,1.00000
PLTR,2021-07-02,27.0000,call,buy,2021-06-28T18:22:31.209633Z,debit,1.00000,limit,,short_call,0.80000000,1.00000
VZ,2021-07-16,58.0000,call,sell,2021-06-24T13:35:22.412231Z,credit,1.00000,limit,short_call,,0.11000000,1.00000
VZ,2021-07-16,59.0000,call,buy,2021-06-24T13:34:58.896234Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
KR,2021-07-02,38.5000,put,sell,2021-06-23T14:51:07.126456Z,credit,1.00000,limit,short_put,,0.25000000,1.00000
VZ,2021-07-16,59.0000,call,sell,2021-06-23T13:55:44.191540Z,credit,1.00000,limit,short_call,,0.09000000,1.00000
KR,2021-06-25,38.5000,put,buy,2021-06-23T13:51:56.368631Z,debit,1.00000,limit,,short_put,0.10000000,1.00000
PLTR,2021-07-02,27.0000,call,sell,2021-06-22T18:59:03.463333Z,credit,1.00000,limit,short_call,,0.23000000,1.00000
PLTR,2021-06-25,26.0000,call,buy,2021-06-22T17:50:59.461437Z,debit,1.00000,limit,,short_call,0.15000000,1.00000
PLTR,2021-07-30,26.0000,call,sell,2021-06-22T13:36:08.933166Z,credit,1.00000,limit,short_call,,1.29000000,1.00000
PLTR,2021-06-25,24.0000,call,buy,2021-06-22T13:35:22.858147Z,debit,1.00000,limit,,short_call,1.59000000,1.00000
KR,2021-06-25,38.5000,put,sell,2021-06-21T15:18:31.718614Z,credit,1.00000,limit,short_put,,0.25000000,1.00000
VZ,2021-07-02,59.0000,call,buy,2021-06-21T14:36:49.434476Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
CRSR,2021-07-16,35.0000,call,sell,2021-06-21T13:52:23.804616Z,credit,1.00000,limit,short_call,,1.09000000,1.00000
VZ,2021-06-25,57.0000,call,buy,2021-06-21T13:31:53.733522Z,debit,1.00000,limit,,short_call,0.10000000,1.00000
CRSR,2021-06-18,35.0000,call,buy,2021-06-18T18:21:07.722770Z,debit,1.00000,limit,,short_call,0.01000000,1.00000
VZ,2021-06-25,57.0000,call,sell,2021-06-18T18:18:47.941276Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
PLTR,2021-06-25,26.0000,call,sell,2021-06-18T17:21:45.265078Z,credit,1.00000,limit,short_call,,0.41000000,1.00000
KR,2021-06-18,39.0000,call,buy,2021-06-18T17:07:26.628666Z,debit,1.00000,limit,,short_call,0.08000000,1.00000
PLTR,2021-06-18,25.5000,call,buy,2021-06-18T16:21:32.659629Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
VZ,2021-06-18,57.0000,call,buy,2021-06-18T13:32:46.302769Z,debit,1.00000,limit,,short_call,0.01000000,1.00000
VZ,2021-06-18,57.0000,call,sell,2021-06-17T13:49:13.811181Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
RKT,2021-07-23,20.0000,call,sell,2021-06-16T18:53:44.278650Z,credit,1.00000,limit,short_call,,1.30000000,1.00000
RKT,2021-07-16,19.0000,call,buy,2021-06-16T18:52:55.079187Z,debit,1.00000,limit,,short_call,1.53000000,1.00000
GPRO,2021-07-23,10.5000,put,sell,2021-06-16T15:13:46.506354Z,credit,1.00000,limit,short_put,,0.25000000,1.00000
AAPL,2021-07-02,129.0000,call,sell,2021-06-15T15:03:06.232317Z,credit,1.00000,limit,short_call,,2.78000000,1.00000
AAPL,2021-06-18,127.0000,call,buy,2021-06-15T15:02:11.001039Z,debit,1.00000,limit,,short_call,3.05000000,1.00000
CRSR,2021-06-18,32.5000,put,buy,2021-06-15T14:43:12.068664Z,debit,1.00000,limit,,short_put,0.32000000,1.00000
VZ,2021-07-02,59.0000,call,sell,2021-06-15T13:39:02.203925Z,credit,1.00000,limit,short_call,,0.15000000,1.00000
CRSR,2021-06-18,32.5000,put,sell,2021-06-14T16:52:31.725051Z,credit,1.00000,limit,short_put,,0.40000000,1.00000
CRSR,2021-06-18,32.5000,put,buy,2021-06-14T14:14:46.335366Z,debit,1.00000,limit,,short_put,0.33000000,1.00000
VZ,2021-06-25,59.0000,call,buy,2021-06-14T13:50:29.060786Z,debit,1.00000,limit,,short_call,0.07000000,1.00000
CRSR,2021-06-18,32.5000,put,sell,2021-06-14T13:48:02.870560Z,credit,1.00000,limit,short_put,,0.56000000,1.00000
PLTR,2021-06-18,25.5000,call,sell,2021-06-11T16:00:30.964615Z,credit,1.00000,limit,short_call,,0.25000000,1.00000
PLTR,2021-06-11,25.0000,call,buy,2021-06-11T14:55:37.293566Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
GPRO,2021-06-25,10.5000,put,buy,2021-06-10T16:16:03.466150Z,debit,1.00000,limit,,short_put,0.09000000,1.00000
GPRO,2021-06-25,10.5000,put,sell,2021-06-09T14:15:11.155135Z,credit,1.00000,limit,short_put,,0.18000000,1.00000
GPRO,2021-06-18,10.5000,put,buy,2021-06-08T13:39:13.983916Z,debit,1.00000,limit,,short_put,0.12000000,1.00000
GPRO,2021-06-18,10.5000,put,sell,2021-06-07T17:49:35.263322Z,credit,1.00000,limit,short_put,,0.24000000,1.00000
GPRO,2021-06-04,11.0000,put,buy,2021-06-04T15:21:47.334396Z,debit,1.00000,limit,,short_put,0.13000000,1.00000
GPRO,2021-06-04,11.0000,put,sell,2021-06-03T16:20:53.793810Z,credit,1.00000,limit,short_put,,0.12000000,1.00000
AAPL,2021-06-18,127.0000,call,sell,2021-06-03T14:18:24.899597Z,credit,1.00000,limit,short_call,,0.98000000,1.00000
AAPL,2021-06-11,127.0000,call,buy,2021-06-03T14:06:19.370354Z,debit,1.00000,limit,,short_call,0.49000000,1.00000
RKT,2021-07-16,19.0000,call,sell,2021-06-02T17:06:48.580246Z,credit,1.00000,limit,short_call,,2.45000000,1.00000
RKT,2021-06-18,18.0000,call,buy,2021-06-02T17:04:20.336622Z,debit,1.00000,limit,,short_call,2.46000000,1.00000
VZ,2021-06-25,59.0000,call,sell,2021-06-01T15:13:57.325761Z,credit,1.00000,limit,short_call,,0.18000000,1.00000
AAPL,2021-06-11,127.0000,call,sell,2021-06-01T15:13:23.019606Z,credit,1.00000,limit,short_call,,0.95000000,1.00000
AAPL,2021-06-04,127.0000,call,buy,2021-06-01T15:12:08.902183Z,debit,1.00000,limit,,short_call,0.26000000,1.00000
VZ,2021-06-18,58.0000,call,buy,2021-06-01T14:18:21.669113Z,debit,1.00000,limit,,short_call,0.28000000,1.00000
AAPL,2021-06-04,127.0000,call,sell,2021-05-27T19:20:53.609801Z,credit,1.00000,limit,short_call,,0.92000000,1.00000
AAPL,2021-05-28,127.0000,call,buy,2021-05-27T18:08:42.927752Z,debit,1.00000,limit,,short_call,0.22000000,1.00000
GPRO,2021-05-28,10.5000,call,buy,2021-05-26T19:44:32.195294Z,debit,1.00000,limit,,short_call,1.05000000,1.00000
VZ,2021-06-18,58.0000,call,sell,2021-05-26T13:39:12.173458Z,credit,1.00000,limit,short_call,,0.29000000,1.00000
VZ,2021-06-18,60.0000,call,buy,2021-05-25T16:30:58.691574Z,debit,1.00000,limit,,short_call,0.10000000,1.00000
CRSR,2021-06-18,35.0000,call,sell,2021-05-25T13:45:36.771310Z,credit,1.00000,limit,short_call,,0.33000000,1.00000
PLTR,2021-06-11,25.0000,call,sell,2021-05-24T19:53:54.394912Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
PLTR,2021-06-11,25.0000,call,buy,2021-05-24T19:04:57.845118Z,debit,1.00000,limit,,short_call,0.11000000,1.00000
RKT,2021-06-18,18.0000,call,sell,2021-05-24T18:19:15.473969Z,credit,1.00000,limit,short_call,,0.35000000,1.00000
RKT,2021-06-04,19.0000,call,buy,2021-05-24T18:18:43.079941Z,debit,1.00000,limit,,short_call,0.08000000,1.00000
GPRO,2023-01-20,10.0000,call,sell,2021-05-24T16:06:14.894987Z,credit,1.00000,limit,,long_call,3.65000000,1.00000
KR,2021-06-18,39.0000,call,sell,2021-05-24T14:58:43.128974Z,credit,1.00000,limit,short_call,,0.43000000,1.00000
KR,2021-05-28,38.0000,call,buy,2021-05-24T14:57:58.545204Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
PLTR,2021-06-25,24.0000,call,sell,2021-05-24T14:32:57.219195Z,credit,1.00000,limit,short_call,,0.37000000,1.00000
CRSR,2021-06-18,35.0000,call,buy,2021-05-24T14:11:04.939824Z,debit,1.00000,limit,,short_call,0.40000000,1.00000
PLTR,2021-05-28,23.0000,call,buy,2021-05-24T13:53:56.682880Z,debit,1.00000,limit,,short_call,0.08000000,1.00000
VZ,2021-06-18,60.0000,call,sell,2021-05-21T19:53:24.758268Z,credit,1.00000,limit,short_call,,0.16000000,1.00000
VZ,2021-06-11,60.0000,call,buy,2021-05-21T19:44:38.869947Z,debit,1.00000,limit,,short_call,0.10000000,1.00000
GPRO,2023-01-20,10.0000,call,buy,2021-05-21T16:36:22.652587Z,debit,1.00000,limit,long_call,,3.45000000,1.00000
CRSR,2021-06-18,35.0000,call,sell,2021-05-21T15:28:21.488431Z,credit,1.00000,limit,short_call,,0.60000000,1.00000
RKT,2021-06-04,19.0000,call,sell,2021-05-21T15:06:26.522070Z,credit,1.00000,limit,short_call,,0.12000000,1.00000
CRSR,2021-06-18,35.0000,call,buy,2021-05-21T14:05:37.265921Z,debit,1.00000,limit,,short_call,0.70000000,1.00000
RKT,2021-06-04,19.0000,call,buy,2021-05-20T19:13:37.640405Z,debit,1.00000,limit,,short_call,0.18000000,1.00000
KR,2021-05-28,38.0000,call,sell,2021-05-20T14:26:36.318187Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
KR,2021-05-28,39.0000,call,buy,2021-05-20T14:25:55.674020Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
PINS,2021-06-04,57.0000,put,buy,2021-05-19T19:45:39.895786Z,debit,1.00000,limit,,short_put,1.89000000,1.00000
PLTR,2021-06-11,25.0000,call,sell,2021-05-19T17:34:44.391910Z,credit,1.00000,limit,short_call,,0.16000000,1.00000
PLTR,2021-06-11,24.0000,call,buy,2021-05-19T17:31:05.359827Z,debit,1.00000,limit,,short_call,0.28000000,1.00000
AAPL,2021-05-28,127.0000,call,sell,2021-05-19T14:13:28.519286Z,credit,1.00000,limit,short_call,,1.00000000,1.00000
AAPL,2021-05-21,127.0000,call,buy,2021-05-19T14:12:28.938611Z,debit,1.00000,limit,,short_call,0.20000000,1.00000
PLTR,2021-06-11,24.0000,call,sell,2021-05-18T14:40:25.363041Z,credit,1.00000,limit,short_call,,0.40000000,1.00000
PLTR,2021-05-28,21.5000,call,buy,2021-05-18T14:38:57.465271Z,debit,1.00000,limit,,short_call,0.74000000,1.00000
KR,2021-05-28,39.0000,call,sell,2021-05-18T14:15:36.558536Z,credit,1.00000,limit,short_call,,0.11000000,1.00000
VZ,2021-06-11,60.0000,call,sell,2021-05-18T14:10:05.284331Z,credit,1.00000,limit,short_call,,0.14000000,1.00000
KR,2021-05-21,39.0000,call,buy,2021-05-18T13:53:52.525231Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
VZ,2021-05-21,60.0000,call,buy,2021-05-17T18:45:36.621996Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
PLTR,2021-05-28,23.0000,call,sell,2021-05-17T16:01:53.030984Z,credit,1.00000,limit,short_call,,0.12000000,1.00000
RKT,2021-06-04,19.0000,call,sell,2021-05-17T15:22:56.213576Z,credit,1.00000,limit,short_call,,0.31000000,1.00000
AAPL,2021-05-21,127.0000,call,sell,2021-05-17T14:42:55.730473Z,credit,1.00000,limit,short_call,,1.20000000,1.00000
RKT,2021-05-28,21.0000,call,buy,2021-05-17T14:14:47.433226Z,debit,1.00000,limit,,short_call,0.07000000,1.00000
PLTR,2021-05-28,21.5000,call,sell,2021-05-17T13:57:42.678954Z,credit,1.00000,limit,short_call,,0.34000000,1.00000
PLTR,2021-05-28,23.0000,call,buy,2021-05-17T13:57:14.789643Z,debit,1.00000,limit,,short_call,0.13000000,1.00000
PINS,2021-06-04,57.0000,put,sell,2021-05-14T18:55:04.696977Z,credit,1.00000,limit,short_put,,2.20000000,1.00000
PINS,2021-06-11,56.0000,put,buy,2021-05-14T18:54:00.959312Z,debit,1.00000,limit,,short_put,2.27000000,1.00000
GPRO,2021-05-28,10.5000,call,sell,2021-05-14T18:34:34.980026Z,credit,1.00000,limit,short_call,,0.21000000,1.00000
PLTR,2021-05-21,22.0000,call,buy,2021-05-14T15:20:28.025373Z,debit,1.00000,limit,,short_call,0.12000000,1.00000
RKT,2021-05-28,21.0000,call,sell,2021-05-14T15:19:58.057051Z,credit,1.00000,limit,short_call,,0.07000000,1.00000
PLTR,2021-05-28,23.0000,call,sell,2021-05-14T15:17:51.244659Z,credit,1.00000,limit,short_call,,0.13000000,1.00000
RKT,2021-05-21,18.5000,call,buy,2021-05-14T15:00:39.804205Z,debit,1.00000,limit,,short_call,0.14000000,1.00000
AAPL,2021-05-14,126.0000,call,sell,2021-05-14T14:08:31.372761Z,credit,1.00000,limit,short_call,,0.50000000,1.00000
PLTR,2021-05-21,21.0000,call,buy,2021-05-14T13:57:16.937760Z,debit,1.00000,limit,,short_call,0.14000000,1.00000
RKT,2021-05-21,18.5000,call,sell,2021-05-13T17:09:05.306345Z,credit,1.00000,limit,short_call,,0.13000000,1.00000
RKT,2021-05-21,19.5000,call,buy,2021-05-13T16:26:27.045787Z,debit,1.00000,limit,,short_call,0.08000000,1.00000
PLTR,2021-05-21,21.0000,call,sell,2021-05-13T16:25:50.791972Z,credit,1.00000,limit,short_call,,0.17000000,1.00000
PLTR,2021-05-21,22.0000,call,sell,2021-05-13T13:59:17.369805Z,credit,1.00000,limit,short_call,,0.17000000,1.00000
PLTR,2021-05-14,22.0000,call,buy,2021-05-13T13:58:33.750173Z,debit,1.00000,limit,,short_call,0.03000000,1.00000
PLTR,2021-05-14,21.0000,call,buy,2021-05-13T13:57:52.630601Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
PINS,2021-06-11,56.0000,put,sell,2021-05-12T19:00:17.051395Z,credit,1.00000,limit,short_put,,3.45000000,1.00000
PINS,2021-05-21,59.0000,put,buy,2021-05-12T18:59:24.666571Z,debit,1.00000,limit,,short_put,3.75000000,1.00000
RKT,2021-05-21,19.5000,call,sell,2021-05-12T14:45:05.927925Z,credit,1.00000,limit,short_call,,0.12000000,1.00000
KR,2021-05-21,39.0000,call,sell,2021-05-12T14:18:34.947043Z,credit,1.00000,limit,short_call,,0.23000000,1.00000
KR,2021-05-14,39.5000,call,buy,2021-05-12T14:17:26.913252Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
PLTR,2021-05-14,22.0000,call,sell,2021-05-12T14:05:20.055324Z,credit,1.00000,limit,short_call,,0.09000000,1.00000
RKT,2021-05-14,18.5000,call,buy,2021-05-12T13:52:53.138986Z,debit,1.00000,limit,,short_call,0.12000000,1.00000
VZ,2021-05-21,60.0000,call,sell,2021-05-12T13:51:21.157703Z,credit,1.00000,limit,short_call,,0.16000000,1.00000
VZ,2021-05-14,60.0000,call,buy,2021-05-11T16:32:00.752966Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
CRSR,2021-06-18,35.0000,call,sell,2021-05-11T14:37:52.936861Z,credit,1.00000,limit,short_call,,0.75000000,1.00000
RKT,2021-05-14,18.5000,call,sell,2021-05-11T13:40:03.765012Z,credit,1.00000,limit,short_call,,0.12000000,1.00000
RKT,2021-05-14,19.0000,call,buy,2021-05-11T13:39:41.287535Z,debit,1.00000,limit,,short_call,0.09000000,1.00000
CRSR,2021-05-21,35.0000,call,buy,2021-05-11T13:38:27.355337Z,debit,1.00000,limit,,short_call,0.17000000,1.00000
PLTR,2021-05-14,21.0000,call,sell,2021-05-11T13:34:40.482766Z,credit,1.00000,limit,short_call,,0.12000000,1.00000
KR,2021-05-14,39.5000,call,sell,2021-05-11T13:34:03.522942Z,credit,1.00000,limit,short_call,,0.24000000,1.00000
PLTR,2021-05-14,21.0000,call,buy,2021-05-11T13:33:03.813664Z,debit,1.00000,limit,,short_call,0.12000000,1.00000
PLTR,2021-05-14,23.0000,call,buy,2021-05-11T13:31:36.473128Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
MARA,2021-05-14,30.0000,put,buy,2021-05-10T14:01:45.479014Z,debit,1.00000,limit,,short_put,2.67000000,1.00000
VZ,2021-05-14,60.0000,call,sell,2021-05-10T13:57:58.776935Z,credit,1.00000,limit,short_call,,0.22000000,1.00000
PLTR,2021-05-14,21.0000,call,sell,2021-05-10T13:52:24.125464Z,credit,1.00000,limit,short_call,,0.32000000,1.00000
RKT,2021-05-14,19.0000,call,sell,2021-05-10T13:45:33.683816Z,credit,1.00000,limit,short_call,,0.12000000,1.00000
RKT,2021-05-14,20.0000,call,buy,2021-05-10T13:45:14.591197Z,debit,1.00000,limit,,short_call,0.07000000,1.00000
RKT,2021-05-28,20.0000,put,buy,2021-05-07T19:38:19.719824Z,debit,1.00000,limit,,short_put,2.28000000,1.00000
RKT,2021-06-11,20.0000,put,buy,2021-05-07T19:17:29.927518Z,debit,2.00000,limit,,short_put,2.52000000,2.00000
RKT,2021-05-14,20.0000,call,sell,2021-05-07T16:09:01.996493Z,credit,1.00000,limit,short_call,,0.16000000,1.00000
PLTR,2021-05-14,23.0000,call,sell,2021-05-07T15:41:25.051855Z,credit,1.00000,limit,short_call,,0.24000000,1.00000
PLTR,2021-05-14,25.0000,call,buy,2021-05-07T15:33:01.634595Z,debit,1.00000,limit,,short_call,0.10000000,1.00000
PINS,2021-05-21,59.0000,put,sell,2021-05-07T15:28:51.918887Z,credit,1.00000,limit,short_put,,1.41000000,1.00000
PINS,2021-05-28,59.0000,put,buy,2021-05-07T15:26:07.189093Z,debit,1.00000,limit,,short_put,1.93000000,1.00000
RKT,2021-05-14,21.5000,call,buy,2021-05-07T13:50:30.790012Z,debit,1.00000,limit,,short_call,0.09000000,1.00000
RKT,2021-05-28,20.0000,put,sell,2021-05-06T18:20:18.833981Z,credit,1.00000,limit,short_put,,1.48000000,1.00000
RKT,2021-05-07,21.0000,put,buy,2021-05-06T18:18:05.890913Z,debit,1.00000,limit,,short_put,1.65000000,1.00000
RKT,2021-05-14,21.5000,call,sell,2021-05-06T14:59:49.597457Z,credit,1.00000,limit,short_call,,0.26000000,1.00000
CRSR,2021-05-21,35.0000,call,sell,2021-05-06T14:44:06.571241Z,credit,1.00000,limit,short_call,,0.70000000,1.00000
CRSR,2021-05-21,35.0000,call,buy,2021-05-06T14:37:05.672384Z,debit,1.00000,limit,,short_call,0.60000000,1.00000
RKT,2021-06-11,20.0000,put,sell,2021-05-06T14:22:47.094151Z,credit,2.00000,limit,short_put,,2.11000000,2.00000
RKT,2021-05-07,21.5000,put,buy,2021-05-06T14:20:52.862317Z,debit,2.00000,limit,,short_put,2.72000000,2.00000
PINS,2021-05-28,59.0000,put,sell,2021-05-06T14:08:38.222136Z,credit,1.00000,limit,short_put,,3.00000000,1.00000
PINS,2021-05-07,62.0000,put,buy,2021-05-06T14:07:47.263647Z,debit,1.00000,limit,,short_put,3.10000000,1.00000
RKT,2021-05-07,22.5000,call,buy,2021-05-06T13:50:58.625346Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
MARA,2021-05-14,30.0000,put,sell,2021-05-05T19:41:34.775080Z,credit,1.00000,limit,short_put,,1.16000000,1.00000
PLTR,2021-05-14,25.0000,call,sell,2021-05-05T18:37:31.175853Z,credit,1.00000,limit,short_call,,0.23000000,1.00000
MARA,2021-05-14,30.0000,put,buy,2021-05-05T15:03:27.394943Z,debit,1.00000,limit,,short_put,0.85000000,1.00000
PLTR,2021-05-14,25.0000,call,buy,2021-05-05T14:49:26.736151Z,debit,1.00000,limit,,short_call,0.26000000,1.00000
PLTR,2021-05-14,25.0000,call,sell,2021-05-04T14:30:08.943538Z,credit,1.00000,limit,short_call,,0.26000000,1.00000
PLTR,2021-05-07,25.0000,call,buy,2021-05-04T13:40:55.297642Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
RKT,2021-05-07,22.5000,call,sell,2021-05-03T14:55:15.571499Z,credit,1.00000,limit,short_call,,0.85000000,1.00000
PINS,2021-05-07,62.0000,put,sell,2021-05-03T13:57:51.573818Z,credit,1.00000,limit,short_put,,0.45000000,1.00000
RBLX,2021-05-14,67.0000,put,buy,2021-05-03T13:55:28.257690Z,debit,1.00000,limit,,short_put,2.30000000,1.00000
PLTR,2021-05-07,24.5000,call,buy,2021-05-03T13:51:35.174274Z,debit,1.00000,limit,,short_call,0.08000000,1.00000
PLTR,2021-05-07,25.0000,call,sell,2021-04-30T14:04:47.743587Z,credit,1.00000,limit,short_call,,0.13000000,1.00000
PLTR,2021-05-07,24.5000,call,sell,2021-04-29T15:46:07.269339Z,credit,1.00000,limit,short_call,,0.25000000,1.00000
MARA,2021-05-14,30.0000,put,sell,2021-04-29T14:30:13.788930Z,credit,1.00000,limit,short_put,,1.36000000,1.00000
PLTR,2021-04-30,25.5000,call,buy,2021-04-29T14:27:14.281182Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
PLTR,2021-04-30,24.5000,call,buy,2021-04-29T14:18:00.360649Z,debit,1.00000,limit,,short_call,0.03000000,1.00000
RKT,2021-05-07,21.0000,put,sell,2021-04-28T18:56:22.662953Z,credit,1.00000,limit,short_put,,0.30000000,1.00000
MARA,2021-05-07,30.0000,put,buy,2021-04-28T15:56:18.919778Z,debit,1.00000,limit,,short_put,0.50000000,1.00000
CLOV,2021-05-21,10.0000,call,buy,2021-04-28T14:14:59.709602Z,debit,1.00000,limit,,short_call,1.25000000,1.00000
PLTR,2021-04-30,25.5000,call,sell,2021-04-27T17:11:32.564293Z,credit,1.00000,limit,short_call,,0.07000000,1.00000
MARA,2021-05-07,30.0000,put,sell,2021-04-27T15:36:14.221295Z,credit,1.00000,limit,short_put,,1.01000000,1.00000
PLTR,2021-04-30,25.0000,call,buy,2021-04-27T15:35:05.078974Z,debit,1.00000,limit,,short_call,0.14000000,1.00000
NIO,2021-04-30,37.0000,put,buy,2021-04-27T13:35:53.285951Z,debit,1.00000,limit,,short_put,0.19000000,1.00000
NNDM,2021-05-21,7.5000,put,buy,2021-04-27T13:33:44.881222Z,debit,1.00000,limit,,short_put,0.39000000,1.00000
RBLX,2021-05-14,67.0000,put,sell,2021-04-26T18:29:10.363463Z,credit,1.00000,limit,short_put,,2.45000000,1.00000
RBLX,2021-04-30,67.0000,put,buy,2021-04-26T16:37:35.141800Z,debit,1.00000,limit,,short_put,0.10000000,1.00000
RKT,2021-05-07,21.5000,put,sell,2021-04-26T13:51:56.425083Z,credit,1.00000,limit,short_put,,0.67000000,1.00000
RKT,2021-04-30,21.5000,put,buy,2021-04-26T13:51:26.715100Z,debit,1.00000,limit,,short_put,0.16000000,1.00000
PLTR,2021-04-30,25.0000,call,sell,2021-04-26T13:50:18.450167Z,credit,1.00000,limit,short_call,,0.14000000,1.00000
NNDM,2021-05-21,7.5000,put,sell,2021-04-26T13:49:13.234942Z,credit,1.00000,limit,short_put,,0.63000000,1.00000
NIO,2021-04-30,37.0000,put,sell,2021-04-26T13:45:06.498058Z,credit,1.00000,limit,short_put,,0.44000000,1.00000
PLTR,2021-04-30,25.0000,call,buy,2021-04-26T13:38:16.083923Z,debit,1.00000,limit,,short_call,0.20000000,1.00000
RBLX,2021-04-30,67.0000,put,sell,2021-04-26T13:35:35.303840Z,credit,1.00000,limit,short_put,,0.50000000,1.00000
PINS,2021-04-30,69.5000,put,buy,2021-04-26T13:30:53.023719Z,debit,1.00000,limit,,short_put,2.36000000,1.00000
RKT,2021-05-07,21.5000,put,sell,2021-04-23T19:49:19.893974Z,credit,1.00000,limit,short_put,,0.78000000,1.00000
RKT,2021-04-30,22.5000,call,buy,2021-04-23T19:43:04.494544Z,debit,1.00000,limit,,short_call,0.32000000,1.00000
RKT,2021-04-30,21.5000,put,buy,2021-04-23T19:37:01.357732Z,debit,1.00000,limit,,short_put,0.22000000,1.00000
VZ,2021-04-30,58.0000,call,buy,2021-04-23T15:18:04.557487Z,debit,1.00000,limit,,short_call,0.18000000,1.00000
RKT,2021-04-30,22.5000,call,sell,2021-04-23T15:17:35.053821Z,credit,2.00000,limit,short_call,,0.33000000,2.00000
RKT,2021-04-23,21.8900,call,buy,2021-04-23T13:42:13.260460Z,debit,2.00000,limit,,short_call,0.23000000,2.00000
PLTR,2021-04-30,24.5000,call,sell,2021-04-23T13:32:34.513294Z,credit,1.00000,limit,short_call,,0.21000000,1.00000
PLTR,2021-04-23,24.0000,call,buy,2021-04-23T13:31:45.648717Z,debit,1.00000,limit,,short_call,0.03000000,1.00000
