chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
SBUX,2021-10-15,115.0000,call,buy,2021-10-04T17:48:02.069490Z,debit,1.00000,limit,,short_call,0.54000000,1.00000
SBUX,2021-10-15,115.0000,call,sell,2021-10-04T15:38:36.909897Z,credit,1.00000,limit,short_call,,0.54000000,1.00000
SBUX,2021-10-08,115.0000,call,buy,2021-10-04T15:15:31.061987Z,debit,1.00000,limit,,short_call,0.16000000,1.00000
MSFT,2021-10-15,295.0000,call,sell,2021-10-04T14:38:28.139223Z,credit,1.00000,limit,short_call,,1.15000000,1.00000
MSFT,2021-10-08,295.0000,call,buy,2021-10-04T14:38:10.306313Z,debit,1.00000,limit,,short_call,0.29000000,1.00000
VZ,2021-10-08,55.5000,call,sell,2021-09-30T17:15:33.540949Z,credit,1.00000,limit,short_call,,0.06000000,1.00000
VZ,2021-10-08,56.0000,call,buy,2021-09-30T17:15:18.019739Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
MSFT,2021-10-08,295.0000,call,sell,2021-09-30T17:14:50.422446Z,credit,1.00000,limit,short_call,,0.74000000,1.00000
MSFT,2021-10-08,297.5000,call,buy,2021-09-30T17:14:33.680425Z,debit,1.00000,limit,,short_call,0.46000000,1.00000
VZ,2021-10-08,56.0000,call,sell,2021-09-28T14:37:35.486444Z,credit,1.00000,limit,short_call,,0.05000000,1.00000
SBUX,2021-10-08,115.0000,call,sell,2021-09-28T14:27:06.521836Z,credit,1.00000,limit,short_call,,0.43000000,1.00000
SBUX,2021-10-01,115.0000,call,buy,2021-09-28T14:26:41.741851Z,debit,1.00000,limit,,short_call,0.15000000,1.00000
MSFT,2021-10-08,297.5000,call,sell,2021-09-28T14:26:21.740112Z,credit,1.00000,limit,short_call,,0.91000000,1.00000
MSFT,2021-10-01,300.0000,call,buy,2021-09-28T14:25:24.561073Z,debit,1.00000,limit,,short_call,0.16000000,1.00000
RKT,2021-10-01,17.0000,call,buy,2021-09-27T15:11:19.033301Z,debit,1.00000,limit,,short_call,0.29000000,1.00000
VZ,2021-10-08,56.0000,call,buy,2021-09-24T16:47:27.826985Z,debit,1.00000,limit,,short_call,0.07000000,1.00000
MSFT,2021-10-01,300.0000,call,sell,2021-09-24T15:26:08.920207Z,credit,1.00000,limit,short_call,,1.65000000,1.00000
MSFT,2021-09-24,300.0000,call,buy,2021-09-24T14:22:32.869438Z,debit,1.00000,limit,,short_call,0.10000000,1.00000
RKT,2021-10-01,17.0000,call,sell,2021-09-24T14:14:53.157348Z,credit,1.00000,limit,short_call,,0.29000000,1.00000
RKT,2021-10-01,17.0000,call,buy,2021-09-24T14:12:53.699542Z,debit,1.00000,limit,,short_call,0.32000000,1.00000
MSFT,2021-09-24,300.0000,call,sell,2021-09-23T19:46:44.730330Z,credit,1.00000,limit,short_call,,1.00000000,1.00000
MSFT,2021-09-24,300.0000,call,sell,2021-09-23T19:46:03.417507Z,credit,1.00000,limit,,long_call,1.00000000,1.00000
MSFT,2021-09-24,300.0000,call,buy,2021-09-23T18:50:37.539369Z,debit,1.00000,limit,long_call,,1.10000000,1.00000
HOOD,2021-10-01,40.0000,put,buy,2021-09-23T18:49:13.941482Z,debit,1.00000,limit,,short_put,0.35000000,1.00000
HOOD,2021-10-01,40.0000,put,sell,2021-09-22T13:42:59.754951Z,credit,1.00000,limit,short_put,,0.50000000,1.00000
HOOD,2021-10-01,39.0000,put,buy,2021-09-22T13:42:22.479095Z,debit,1.00000,limit,,short_put,0.40000000,1.00000
HOOD,2021-10-01,39.0000,put,sell,2021-09-21T13:49:06.037766Z,credit,1.00000,limit,short_put,,0.80000000,1.00000
MSFT,2021-10-01,295.0000,call,buy,2021-09-21T13:46:02.974474Z,debit,1.00000,limit,,short_call,6.05000000,1.00000
MSFT,2021-10-01,295.0000,call,sell,2021-09-20T14:55:16.358919Z,credit,1.00000,limit,short_call,,5.25000000,1.00000
SBUX,2021-10-01,115.0000,call,sell,2021-09-20T13:39:39.979487Z,credit,1.00000,limit,short_call,,0.59000000,1.00000
HOOD,2021-09-17,40.0000,put,sell,2021-09-16T15:18:24.042705Z,credit,1.00000,limit,short_put,,0.15000000,1.00000
HOOD,2021-09-17,38.0000,put,buy,2021-09-16T14:20:29.161028Z,debit,1.00000,limit,,short_put,0.05000000,1.00000
RKT,2021-10-01,17.0000,call,sell,2021-09-15T15:45:18.209594Z,credit,1.00000,limit,short_call,,0.46000000,1.00000
RKT,2021-09-17,17.5000,call,buy,2021-09-15T15:44:20.478988Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
HOOD,2021-09-17,38.0000,put,sell,2021-09-15T14:48:31.475295Z,credit,1.00000,limit,short_put,,0.10000000,1.00000
HOOD,2021-09-17,40.0000,put,buy,2021-09-15T14:42:23.018549Z,debit,1.00000,limit,,short_put,0.65000000,1.00000
SBUX,2021-09-17,116.0000,put,sell,2021-09-10T16:05:08.673383Z,credit,1.00000,limit,short_put,,0.23000000,1.00000
SBUX,2021-10-01,116.0000,put,buy,2021-09-10T16:02:57.421066Z,debit,1.00000,limit,,short_put,0.83000000,1.00000
VZ,2021-10-08,56.0000,call,sell,2021-09-09T16:22:43.599729Z,credit,1.00000,limit,short_call,,0.24000000,1.00000
VZ,2021-10-01,57.0000,call,buy,2021-09-09T16:22:14.422260Z,debit,1.00000,limit,,short_call,0.07000000,1.00000
SBUX,2021-10-01,116.0000,put,sell,2021-09-09T16:20:38.174419Z,credit,1.00000,limit,short_put,,0.90000000,1.00000
RKT,2021-09-17,17.5000,call,sell,2021-09-09T14:16:23.782206Z,credit,1.00000,limit,short_call,,0.19000000,1.00000
RKT,2021-09-10,17.5000,call,buy,2021-09-09T14:16:02.596180Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
SBUX,2021-09-17,115.0000,put,buy,2021-09-09T14:15:03.796961Z,debit,1.00000,limit,,short_put,0.21000000,1.00000
SBUX,2021-09-17,115.0000,put,sell,2021-09-08T19:07:54.154608Z,credit,1.00000,limit,short_put,,0.46000000,1.00000
SBUX,2021-09-10,115.0000,put,buy,2021-09-08T17:30:30.127676Z,debit,1.00000,limit,,short_put,0.14000000,1.00000
RKT,2021-09-10,17.5000,call,sell,2021-09-07T13:34:49.399757Z,credit,1.00000,limit,short_call,,0.12000000,1.00000
HOOD,2021-09-17,40.0000,put,sell,2021-09-03T14:26:12.723548Z,credit,1.00000,limit,short_put,,0.85000000,1.00000
HOOD,2021-09-10,40.0000,put,buy,2021-09-03T13:54:04.936317Z,debit,1.00000,limit,,short_put,0.25000000,1.00000
VZ,2021-10-01,57.0000,call,sell,2021-09-02T18:58:47.606140Z,credit,1.00000,limit,short_call,,0.17000000,1.00000
VZ,2021-09-10,56.0000,call,buy,2021-09-02T18:58:22.847546Z,debit,1.00000,limit,,short_call,0.10000000,1.00000
VZ,2021-09-10,56.0000,call,sell,2021-09-01T16:52:29.615395Z,credit,1.00000,limit,short_call,,0.06000000,1.00000
VZ,2021-09-03,56.0000,call,buy,2021-09-01T16:52:09.937735Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
SBUX,2021-09-10,115.0000,put,sell,2021-09-01T16:49:32.960769Z,credit,1.00000,limit,short_put,,0.29000000,1.00000
HOOD,2021-09-10,40.0000,put,sell,2021-09-01T16:15:20.741506Z,credit,1.00000,limit,short_put,,0.40000000,1.00000
HOOD,2021-09-03,40.0000,put,buy,2021-09-01T15:15:59.200530Z,debit,1.00000,limit,,short_put,0.10000000,1.00000
SBUX,2021-09-03,115.0000,put,buy,2021-09-01T15:02:31.792490Z,debit,1.00000,limit,,short_put,0.09000000,1.00000
SBUX,2021-09-03,115.0000,put,sell,2021-08-31T15:50:51.450600Z,credit,1.00000,limit,short_put,,0.17000000,1.00000
SBUX,2021-09-10,113.0000,put,buy,2021-08-31T14:01:43.937012Z,debit,1.00000,limit,,short_put,0.29000000,1.00000
RKT,2021-09-03,17.5000,put,sell,2021-08-30T18:21:53.622553Z,credit,1.00000,limit,short_put,,0.21000000,1.00000
SBUX,2021-09-10,113.0000,put,sell,2021-08-30T18:20:52.445467Z,credit,1.00000,limit,short_put,,0.44000000,1.00000
RKT,2021-09-03,17.5000,put,buy,2021-08-30T18:19:28.568525Z,debit,1.00000,limit,,short_put,0.21000000,1.00000
SBUX,2021-09-03,113.0000,put,buy,2021-08-30T16:30:34.957384Z,debit,1.00000,limit,,short_put,0.17000000,1.00000
SBUX,2021-09-03,113.0000,put,sell,2021-08-27T16:34:33.945948Z,credit,1.00000,limit,short_put,,0.32000000,1.00000
SBUX,2021-08-27,114.0000,put,buy,2021-08-27T14:49:00.779535Z,debit,1.00000,limit,,short_put,0.07000000,1.00000
VZ,2021-09-03,56.0000,call,sell,2021-08-26T17:07:13.617440Z,credit,1.00000,limit,short_call,,0.04000000,1.00000
HOOD,2021-09-03,40.0000,put,sell,2021-08-26T14:40:27.627380Z,credit,1.00000,limit,short_put,,0.25000000,1.00000
RKT,2021-09-03,17.5000,put,sell,2021-08-25T18:10:35.738578Z,credit,1.00000,limit,short_put,,0.23000000,1.00000
RKT,2021-08-27,17.0000,put,buy,2021-08-25T14:32:01.237988Z,debit,1.00000,limit,,short_put,0.03000000,1.00000
HOOD,2021-08-27,41.0000,put,buy,2021-08-25T14:22:11.694805Z,debit,1.00000,limit,,short_put,0.10000000,1.00000
VZ,2021-09-03,56.0000,call,buy,2021-08-25T13:43:51.263973Z,debit,1.00000,limit,,short_call,0.08000000,1.00000
SBUX,2021-08-27,114.0000,put,sell,2021-08-24T15:25:27.250364Z,credit,1.00000,limit,short_put,,0.27000000,1.00000
MARA,2021-08-27,30.0000,put,buy,2021-08-24T15:04:56.413395Z,debit,1.00000,limit,,short_put,0.06000000,1.00000
PLTR,2021-08-27,23.5000,put,buy,2021-08-24T14:02:37.338140Z,debit,1.00000,limit,,short_put,0.07000000,1.00000
CRSR,2021-09-17,27.5000,call,sell,2021-08-24T14:01:18.178512Z,credit,1.00000,limit,short_call,,0.67000000,1.00000
CRSR,2021-09-17,27.5000,call,buy,2021-08-24T14:00:14.868978Z,debit,1.00000,limit,,short_call,0.73000000,1.00000
PLTR,2021-08-27,23.5000,put,sell,2021-08-23T16:37:13.563489Z,credit,1.00000,limit,short_put,,0.18000000,1.00000
VZ,2021-09-03,56.0000,call,sell,2021-08-23T14:38:13.685670Z,credit,1.00000,limit,short_call,,0.28000000,1.00000
VZ,2021-08-27,57.0000,call,buy,2021-08-23T14:37:34.122639Z,debit,1.00000,limit,,short_call,0.03000000,1.00000
RKT,2021-08-27,17.0000,put,sell,2021-08-23T14:32:00.420462Z,credit,1.00000,limit,short_put,,0.13000000,1.00000
MARA,2021-08-27,30.0000,put,sell,2021-08-23T14:30:28.322340Z,credit,1.00000,limit,short_put,,0.20000000,1.00000
AAPL,2021-08-27,140.0000,put,buy,2021-08-23T14:29:23.523584Z,debit,1.00000,limit,,short_put,0.18000000,1.00000
AAPL,2021-08-27,140.0000,put,sell,2021-08-20T17:47:27.321685Z,credit,1.00000,limit,short_put,,0.31000000,1.00000
SBUX,2021-08-27,110.0000,put,buy,2021-08-20T17:46:32.620887Z,debit,1.00000,limit,,short_put,0.20000000,1.00000
PLTR,2021-08-27,24.5000,call,sell,2021-08-20T15:51:16.771668Z,credit,1.00000,limit,short_call,,0.38000000,1.00000
PLTR,2021-08-20,24.5000,call,buy,2021-08-20T15:50:38.010578Z,debit,1.00000,limit,,short_call,0.03000000,1.00000
VZ,2021-08-27,57.0000,call,sell,2021-08-20T14:43:34.657306Z,credit,1.00000,limit,short_call,,0.05000000,1.00000
SBUX,2021-08-27,110.0000,put,sell,2021-08-20T14:42:06.357022Z,credit,1.00000,limit,short_put,,0.30000000,1.00000
RKT,2021-08-20,17.5000,put,buy,2021-08-20T14:32:05.309928Z,debit,1.00000,limit,,short_put,0.03000000,1.00000
CRSR,2021-09-17,27.5000,call,sell,2021-08-20T14:29:01.982843Z,credit,1.00000,limit,short_call,,0.72000000,1.00000
CRSR,2021-08-20,27.5000,call,buy,2021-08-20T14:26:57.093209Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
MARA,2021-08-20,30.0000,put,buy,2021-08-20T13:45:42.477807Z,debit,1.00000,limit,,short_put,0.04000000,1.00000
VZ,2021-08-20,57.0000,call,buy,2021-08-18T16:13:18.334967Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
CRSR,2021-08-20,27.5000,call,sell,2021-08-17T19:48:16.969763Z,credit,1.00000,limit,short_call,,0.19000000,1.00000
CRSR,2021-09-17,27.5000,call,buy,2021-08-17T19:48:05.131158Z,debit,1.00000,limit,,short_call,0.95000000,1.00000
MARA,2021-08-20,30.0000,put,sell,2021-08-16T19:53:36.087452Z,credit,1.00000,limit,short_put,,0.39000000,1.00000
MARA,2021-08-20,30.0000,put,buy,2021-08-16T19:24:36.880471Z,debit,1.00000,limit,,short_put,0.35000000,1.00000
RKT,2021-08-20,17.5000,put,sell,2021-08-16T15:06:35.325228Z,credit,1.00000,limit,short_put,,0.11000000,1.00000
CRSR,2021-09-17,27.5000,call,sell,2021-08-16T15:03:39.097053Z,credit,1.00000,limit,short_call,,0.95000000,1.00000
CRSR,2021-09-17,27.5000,call,buy,2021-08-16T14:24:59.247628Z,debit,1.00000,limit,,short_call,0.93000000,1.00000
CRSR,2021-09-17,27.5000,call,sell,2021-08-16T13:50:01.968886Z,credit,1.00000,limit,short_call,,1.14000000,1.00000
MARA,2021-08-20,30.0000,put,sell,2021-08-13T16:12:28.817968Z,credit,1.00000,limit,short_put,,0.50000000,1.00000
CRSR,2021-08-20,30.0000,call,buy,2021-08-13T16:03:30.083395Z,debit,1.00000,limit,,short_call,0.10000000,1.00000
HOOD,2021-08-27,41.0000,put,sell,2021-08-13T15:54:48.378027Z,credit,1.00000,limit,short_put,,0.85000000,1.00000
HOOD,2021-08-20,40.0000,put,buy,2021-08-13T15:49:29.605463Z,debit,1.00000,limit,,short_put,0.30000000,1.00000
MARA,2021-08-13,31.0000,put,buy,2021-08-13T14:00:46.160561Z,debit,1.00000,limit,,short_put,0.02000000,1.00000
PLTR,2021-08-20,24.5000,call,sell,2021-08-12T19:55:09.955258Z,credit,1.00000,limit,short_call,,0.86000000,1.00000
PLTR,2021-08-13,24.0000,call,buy,2021-08-12T19:54:41.288062Z,debit,1.00000,limit,,short_call,0.92000000,1.00000
CRSR,2021-08-20,30.0000,call,sell,2021-08-11T17:05:01.713403Z,credit,1.00000,limit,short_call,,0.20000000,1.00000
CRSR,2021-08-20,30.0000,call,buy,2021-08-11T15:12:49.650371Z,debit,1.00000,limit,,short_call,0.14000000,1.00000
MARA,2021-08-13,31.0000,put,sell,2021-08-11T14:22:52.726704Z,credit,1.00000,limit,short_put,,0.12000000,1.00000
MARA,2021-08-13,30.0000,put,buy,2021-08-11T13:59:09.059848Z,debit,1.00000,limit,,short_put,0.06000000,1.00000
VZ,2021-08-20,57.0000,call,sell,2021-08-10T19:55:37.687969Z,credit,1.00000,limit,short_call,,0.04000000,1.00000
MARA,2021-08-13,30.0000,put,sell,2021-08-10T14:39:48.694279Z,credit,1.00000,limit,short_put,,0.22000000,1.00000
VZ,2021-08-20,57.0000,call,buy,2021-08-10T14:25:52.448128Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
HOOD,2021-08-20,40.0000,put,sell,2021-08-10T14:22:16.757903Z,credit,1.00000,limit,short_put,,0.45000000,1.00000
HOOD,2021-08-20,40.0000,put,buy,2021-08-10T14:20:24.815080Z,debit,1.00000,limit,,short_put,0.45000000,1.00000
HOOD,2021-08-20,40.0000,put,sell,2021-08-09T15:35:57.027031Z,credit,1.00000,limit,short_put,,0.50000000,1.00000
DISCA,2021-08-20,30.0000,call,buy,2021-08-09T14:58:39.963107Z,debit,1.00000,limit,,short_call,0.60000000,1.00000
HOOD,2021-08-20,40.0000,put,buy,2021-08-09T14:54:38.644969Z,debit,1.00000,limit,,short_put,0.55000000,1.00000
DISCA,2021-08-20,30.0000,call,sell,2021-08-06T14:56:31.856962Z,credit,1.00000,limit,short_call,,0.65000000,1.00000
VZ,2021-08-20,57.0000,call,sell,2021-08-05T17:53:40.631661Z,credit,1.00000,limit,short_call,,0.08000000,1.00000
HOOD,2021-08-20,40.0000,put,sell,2021-08-05T15:25:02.231236Z,credit,1.00000,limit,short_put,,0.90000000,1.00000
AAPL,2021-08-13,140.0000,put,buy,2021-08-05T15:23:50.717326Z,debit,1.00000,limit,,short_put,0.23000000,1.00000
DISCA,2021-08-20,30.0000,call,buy,2021-08-05T15:22:58.054417Z,debit,1.00000,limit,,short_call,0.70000000,1.00000
AAPL,2021-08-13,140.0000,put,sell,2021-08-04T19:39:39.927109Z,credit,1.00000,limit,short_put,,0.28000000,1.00000
NVDA,2021-08-06,197.5000,call,buy,2021-08-04T19:35:55.283480Z,debit,1.00000,limit,,short_call,5.70000000,1.00000
VZ,2021-08-13,57.0000,call,buy,2021-08-04T19:34:51.146305Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
HOOD,2021-08-20,40.0000,put,buy,2021-08-04T15:58:06.156660Z,debit,1.00000,limit,,short_put,1.25000000,1.00000
HOOD,2021-08-20,40.0000,put,sell,2021-08-04T14:54:16.270044Z,credit,1.00000,limit,short_put,,1.95000000,1.00000
HOOD,2021-08-20,40.0000,put,buy,2021-08-04T14:33:29.835665Z,debit,1.00000,limit,,short_put,1.95000000,1.00000
HOOD,2021-08-20,40.0000,put,sell,2021-08-04T14:06:47.949980Z,credit,1.00000,limit,short_put,,2.35000000,1.00000
PLTR,2021-08-13,24.0000,call,sell,2021-08-03T15:47:31.578580Z,credit,1.00000,limit,short_call,,0.30000000,1.00000
PLTR,2021-08-06,23.5000,call,buy,2021-08-03T15:47:00.160198Z,debit,1.00000,limit,,short_call,0.04000000,1.00000
VZ,2021-08-13,57.0000,call,sell,2021-08-03T15:40:38.556456Z,credit,1.00000,limit,short_call,,0.10000000,1.00000
VZ,2021-08-13,58.0000,call,buy,2021-08-03T14:27:27.538761Z,debit,1.00000,limit,,short_call,0.03000000,1.00000
CRSR,2021-08-20,30.0000,call,sell,2021-08-03T14:05:51.816695Z,credit,1.00000,limit,short_call,,0.44000000,1.00000
CRSR,2021-08-20,32.5000,call,buy,2021-08-03T14:04:43.815498Z,debit,1.00000,limit,,short_call,0.24000000,1.00000
RKT,2021-08-13,19.0000,call,sell,2021-08-02T15:18:00.695040Z,credit,1.00000,limit,short_call,,0.22000000,1.00000
PLTR,2021-08-13,24.0000,call,sell,2021-08-02T14:15:42.044290Z,credit,1.00000,limit,short_call,,0.35000000,1.00000
RKT,2021-08-06,19.0000,call,buy,2021-08-02T13:56:25.444236Z,debit,1.00000,limit,,short_call,0.07000000,1.00000
PLTR,2021-08-06,24.0000,call,buy,2021-07-30T19:30:42.300086Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
NVDA,2021-08-06,197.5000,call,sell,2021-07-30T15:19:08.251963Z,credit,1.00000,limit,short_call,,2.49000000,1.00000
NVDA,2021-08-06,198.1300,call,buy,2021-07-30T15:18:52.669462Z,debit,1.00000,limit,,short_call,2.30000000,1.00000
NVDA,2021-08-06,198.1300,call,sell,2021-07-30T14:26:47.374209Z,credit,1.00000,limit,short_call,,2.62000000,1.00000
NVDA,2021-07-30,198.1300,call,buy,2021-07-30T14:26:19.482693Z,debit,1.00000,limit,,short_call,0.14000000,1.00000
RKT,2021-08-06,19.0000,call,sell,2021-07-29T15:54:14.413692Z,credit,1.00000,limit,short_call,,0.23000000,1.00000
VZ,2021-08-13,58.0000,call,sell,2021-07-29T15:53:13.085762Z,credit,1.00000,limit,short_call,,0.05000000,1.00000
RKT,2021-07-30,18.5000,call,buy,2021-07-29T15:15:31.573824Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
NVDA,2021-07-30,198.1300,call,sell,2021-07-29T13:53:19.709139Z,credit,1.00000,limit,short_call,,1.36000000,1.00000
AAPL,2021-08-06,140.0000,put,buy,2021-07-29T13:44:41.255189Z,debit,1.00000,limit,,short_put,0.35000000,1.00000
AAPL,2021-08-06,140.0000,put,sell,2021-07-28T18:50:08.008852Z,credit,1.00000,limit,short_put,,0.62000000,1.00000
DISCA,2021-08-20,30.0000,call,sell,2021-07-28T18:30:32.714751Z,credit,1.00000,limit,short_call,,1.00000000,1.00000
DISCA,2021-08-20,30.0000,call,buy,2021-07-28T18:30:15.133247Z,debit,1.00000,limit,,short_call,0.90000000,1.00000
PLTR,2021-08-06,24.0000,call,sell,2021-07-28T15:36:03.108162Z,credit,1.00000,limit,short_call,,0.16000000,1.00000
PLTR,2021-07-30,23.5000,call,buy,2021-07-28T15:35:40.748073Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
AAPL,2021-07-30,142.0000,put,buy,2021-07-28T14:43:01.352492Z,debit,1.00000,limit,,short_put,0.28000000,1.00000
VZ,2021-08-06,58.0000,call,buy,2021-07-27T15:19:53.016608Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
PLTR,2021-08-06,23.5000,call,sell,2021-07-27T14:03:05.217688Z,credit,1.00000,limit,short_call,,0.14000000,1.00000
PLTR,2021-07-30,24.5000,call,buy,2021-07-27T14:02:40.418185Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
RKT,2021-07-30,18.5000,call,sell,2021-07-27T13:42:48.965985Z,credit,1.00000,limit,short_call,,0.06000000,1.00000
RKT,2021-07-30,19.0000,call,buy,2021-07-26T19:10:19.585704Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
DISCA,2021-08-20,30.0000,call,sell,2021-07-26T16:44:35.490719Z,credit,1.00000,limit,short_call,,1.05000000,1.00000
DISCA,2021-08-20,30.0000,call,buy,2021-07-26T16:43:58.761271Z,debit,1.00000,limit,,short_call,1.00000000,1.00000
AAPL,2021-07-30,142.0000,put,sell,2021-07-26T13:46:57.680973Z,credit,1.00000,limit,short_put,,0.57000000,1.00000
PLTR,2021-07-30,23.5000,call,sell,2021-07-26T13:44:31.521154Z,credit,1.00000,limit,short_call,,0.06000000,1.00000
GPRO,2021-07-23,10.5000,put,buy,2021-07-21T16:13:01.317497Z,debit,1.00000,limit,,short_put,0.15000000,1.00000
PLTR,2021-07-30,24.5000,call,sell,2021-07-20T17:40:07.101990Z,credit,1.00000,limit,short_call,,0.09000000,1.00000
PLTR,2021-07-23,23.5000,call,buy,2021-07-20T17:39:46.094266Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
PLTR,2021-07-23,24.0000,call,sell,2021-07-20T17:39:19.536582Z,credit,1.00000,limit,short_call,,0.02000000,1.00000
PLTR,2021-07-23,23.0000,call,buy,2021-07-20T17:39:01.704494Z,debit,1.00000,limit,,short_call,0.11000000,1.00000
NVDA,2021-07-23,185.6300,call,sell,2021-07-20T13:51:11.623262Z,credit,1.00000,limit,short_call,,3.95000000,1.00000
KR,2021-07-30,38.5000,put,buy,2021-07-20T13:50:05.674021Z,debit,1.00000,limit,,short_put,0.12000000,1.00000
KR,2021-07-30,38.5000,put,sell,2021-07-19T18:28:58.190700Z,credit,1.00000,limit,short_put,,0.14000000,1.00000
RKT,2021-07-30,19.0000,call,sell,2021-07-19T18:25:13.322504Z,credit,1.00000,limit,short_call,,0.15000000,1.00000
RKT,2021-07-23,18.5000,call,buy,2021-07-19T18:24:55.670189Z,debit,1.00000,limit,,short_call,0.08000000,1.00000
VZ,2021-08-06,58.0000,call,sell,2021-07-19T16:12:49.385269Z,credit,1.00000,limit,short_call,,0.15000000,1.00000
VZ,2021-08-06,59.0000,call,buy,2021-07-19T16:12:31.861179Z,debit,1.00000,limit,,short_call,0.09000000,1.00000
KR,2021-07-23,38.5000,put,buy,2021-07-19T13:49:18.132457Z,debit,1.00000,limit,,short_put,0.05000000,1.00000
KR,2021-07-23,38.5000,put,sell,2021-07-16T18:36:03.921870Z,credit,1.00000,limit,short_put,,0.15000000,1.00000
PLTR,2021-07-23,23.5000,call,sell,2021-07-16T13:46:04.826726Z,credit,1.00000,limit,short_call,,0.08000000,1.00000
PLTR,2021-07-23,23.0000,call,sell,2021-07-16T13:45:37.674963Z,credit,1.00000,limit,short_call,,0.11000000,1.00000
KR,2021-07-23,38.5000,put,buy,2021-07-16T13:42:04.087586Z,debit,1.00000,limit,,short_put,0.19000000,1.00000
PLTR,2021-07-23,23.5000,call,buy,2021-07-15T18:58:46.987249Z,debit,1.00000,limit,,short_call,0.10000000,1.00000
PLTR,2021-07-23,23.0000,call,buy,2021-07-15T18:58:13.214047Z,debit,1.00000,limit,,short_call,0.16000000,1.00000
RKT,2021-07-23,18.5000,call,sell,2021-07-15T17:47:43.003914Z,credit,1.00000,limit,short_call,,0.15000000,1.00000
RKT,2021-07-23,19.0000,call,buy,2021-07-15T17:47:26.546560Z,debit,1.00000,limit,,short_call,0.11000000,1.00000
KR,2021-07-23,38.5000,put,sell,2021-07-15T17:09:15.800284Z,credit,1.00000,limit,short_put,,0.37000000,1.00000
KR,2021-07-23,38.0000,put,buy,2021-07-15T15:44:20.179712Z,debit,1.00000,limit,,short_put,0.20000000,1.00000
DISCA,2021-08-20,30.0000,call,sell,2021-07-15T15:07:13.999879Z,credit,1.00000,limit,short_call,,1.05000000,1.00000
DISCA,2021-07-16,30.0000,call,buy,2021-07-15T15:06:42.033611Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
CRSR,2021-08-20,32.5000,call,sell,2021-07-15T14:43:19.024235Z,credit,1.00000,limit,short_call,,1.11000000,1.00000
CRSR,2021-08-20,35.0000,call,buy,2021-07-15T14:40:40.941006Z,debit,1.00000,limit,,short_call,0.70000000,1.00000
PLTR,2021-07-23,23.0000,call,sell,2021-07-14T19:39:53.895420Z,credit,1.00000,limit,short_call,,0.19000000,1.00000
KR,2021-07-23,38.0000,put,sell,2021-07-14T18:49:19.324552Z,credit,1.00000,limit,short_put,,0.29000000,1.00000
VZ,2021-08-06,59.0000,call,sell,2021-07-14T17:34:28.238214Z,credit,1.00000,limit,short_call,,0.11000000,1.00000
VZ,2021-07-23,58.0000,call,buy,2021-07-14T17:33:11.558735Z,debit,1.00000,limit,,short_call,0.13000000,1.00000
PLTR,2021-07-23,23.5000,call,sell,2021-07-14T15:50:03.263926Z,credit,1.00000,limit,short_call,,0.14000000,1.00000
PLTR,2021-07-23,25.0000,call,buy,2021-07-14T15:28:04.270316Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
KR,2021-07-16,38.0000,put,buy,2021-07-14T14:48:14.033892Z,debit,1.00000,limit,,short_put,0.10000000,1.00000
PLTR,2021-07-23,25.5000,call,buy,2021-07-14T13:55:10.123544Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
CRSR,2021-07-16,30.0000,put,buy,2021-07-14T13:52:16.043350Z,debit,1.00000,limit,,short_put,0.12000000,1.00000
RKT,2021-07-23,19.0000,call,sell,2021-07-13T16:36:56.343551Z,credit,1.00000,limit,short_call,,0.16000000,1.00000
RKT,2021-07-30,20.5000,call,buy,2021-07-13T16:29:24.071602Z,debit,1.00000,limit,,short_call,0.17000000,1.00000
PLTR,2021-07-23,25.0000,call,sell,2021-07-12T15:13:24.064596Z,credit,1.00000,limit,short_call,,0.22000000,1.00000
CRSR,2021-07-16,30.0000,put,sell,2021-07-12T14:40:17.120301Z,credit,1.00000,limit,short_put,,0.17000000,1.00000
PLTR,2021-07-16,25.0000,call,buy,2021-07-12T13:58:55.680082Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
PLTR,2021-07-23,25.5000,call,sell,2021-07-09T17:24:18.096442Z,credit,1.00000,limit,short_call,,0.21000000,1.00000
PLTR,2021-07-16,25.5000,call,buy,2021-07-09T17:24:00.387588Z,debit,1.00000,limit,,short_call,0.09000000,1.00000
